yeast_file,growth_rate_difference
cleaned_growth_rates_Rhodotorula_NBRC10032_GCA_007990605.1_Shigella.csv,0.0350525368241555
cleaned_growth_rates_Trichoderma_gca_003025115.Trici_v4.0_Shigella.csv,0.0350909910568343
cleaned_growth_rates_Saccharomyces_yjm1389_gca_000977535.Sc_YJM1389_v1_Shigella.csv,0.0354595568630551
cleaned_growth_rates_Saccharomyces_yjm1356_gca_000977325.Sc_YJM1356_v1_Shigella.csv,0.0357552547973845
cleaned_growth_rates_Hyphopichia_nrrl_y_1933_gca_001661395.Hypbu1_Shigella.csv,0.0357964348778457
cleaned_growth_rates_Candida_gca_000182765.ASM18276v2_Shigella.csv,0.0360399662956146
cleaned_growth_rates_Saccharomyces_yjm1592_gca_000978315.Sc_YJM1592_v1_Shigella.csv,0.0360589176683663
cleaned_growth_rates_Trichoderma_cbs_433_97_gca_003025105.Trias_v._1.0_Shigella.csv,0.0360729584947703
cleaned_growth_rates_Saccharomyces_yjm1526_gca_000978165.Sc_YJM1526_v1_Shigella.csv,0.0362102113243989
cleaned_growth_rates_Saccharomyces_yjm981_gca_000976515.Sc_YJM981_v1_Shigella.csv,0.0362311508299004
cleaned_growth_rates_Saccharomyces_yjm1129_gca_000975705.Sc_YJM1129_v1_Shigella.csv,0.0368387390885304
cleaned_growth_rates_Saccharomyces_yjm1385_gca_000977415.Sc_YJM1385_v1_Shigella.csv,0.0368910065476032
cleaned_growth_rates_Saccharomyces_vl3_gca_000190235.ScVL3_v01_Shigella.csv,0.0372635049544882
cleaned_growth_rates_Candida_Shigella.csv,0.0376099007355075
cleaned_growth_rates_Saccharomyces_yjm1527_gca_000978195.Sc_YJM1527_v1_Shigella.csv,0.0386816374678091
cleaned_growth_rates_Rhodotorula_gca_001255795.IFO0880_HGAP3_v1_Shigella.csv,0.0390612322815733
cleaned_growth_rates_Trichoderma_gca_002022785.ASM202278v1_Shigella.csv,0.0400961324001196
cleaned_growth_rates_Saccharomyces_gca_001634645.GLBRCY22_Shigella.csv,0.040317333814495
cleaned_growth_rates_Saccharomyces_yjm1202_gca_000976785.Sc_YJM1202_v1_Shigella.csv,0.040356364517008
cleaned_growth_rates_Saccharomyces_yjm1415_gca_000977685.Sc_YJM1415_v1_Shigella.csv,0.0415846684094532
cleaned_growth_rates_Talaromyces_ATCC_10500_GCF_000003125.1_Shigella.csv,0.0431944486382402
cleaned_growth_rates_Saccharomyces_yjm1244_gca_000976875.Sc_YJM1244_v1_Shigella.csv,0.0454480079874738
